t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
44,44,36,134,18,157,148,105,76,105,3,148,105,105,79,7,7,19,19,7,7,19,19,50,7,7,44,44,44,44,25,19,19,50,7,7,136,136,136,136,25,19,19,7,7,50,42,25,9,117,58,19,130,130,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,25,25,25,25,109,3,25,3,3,3,3,105,57,59,3,3,105,3,3,3,130
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,50,44,25,8,38,3,49,36,14,14,20,20,68,63,42,25,12,130,130,105,105,105,105,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,25,25,25,25,3,3,3,3,3,109,3,25,3,3,3,3,105,57,59,3,3,105,3,3,3,130
105,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,2,33,2,173,19,19,2,135,105,130,130,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130,49,7,19,7,14,18,18,18,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,14,18,18,7,7,185,20,30,7,90,90,121,14,14,130,130,3,105,57,59,3,3,3,3,130
7,7,7,7,7,7,7,7,7,7,7,7,43,7,7,7,7,43,7,50,80,82,80,82,15,7,15,15,40,18,80,82,7,161,125,161,14,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,15,18,15,15,14,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,29,40,29,18,76,2,159,12,12,12,12,12,12,12,12,12,76,3,3,105,3,3,3,3
3,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,109,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,3,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,105,57,59,3,3,105,3,3,3,130
18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,14,12,18,12,18,12,12,12,50,50,50,57,59,3,57,59,3,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,7,7,53,53,14,18,14,18,14,18,14,18,12,12,12,12,12
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,55,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,55,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
174,19,130,130,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,3,18,3,25,25,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,105,57,59,3,3,105,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,40,18,18,18,40,18,104,2,186,67,95,120,2,26,39,45,2,26,39,7,7,76,3,45,2,26,39,76,3,3,3,45,2,26,39,45,2,26,39,3,3,45,2,26,39
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,109,3,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,3,109,3,18,3,3,105,57,59,3,3,105,3,3,3,130
18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,18,12,14,12,18,12,18,12,12,12,50,50,50,57,59,3,57,59,3,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,7,7,53,53,14,18,14,18,14,18,14,18,12,12,12,12,12
15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,15,11,15,11,11,11,11,11,11,11,11,11,11,15,15,11,11,11,11,11,15,11,15,15,71,71,11,11,11,190,11,11,11,11,15,15,71,71,11,11,11,11,11,11,11,15,15,71,71,11,11,11,11,11,11,11,15,15,71,71,15,15,11,71,15,15,15,15,15,15,15,15,15,15,34
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
42,42,42,42,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,18,14,75,44,44,44,44,44,44,44,44,44,44,44,44,40,18,36,18,134,18,40,18,18,105,36,134,18,157,148,105,79,12,12,50,12,79,12,12,235,235,12,12,50,12,12,12,12,12,12,12,12,65,12,76,105,3,148,105,158,21,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50,44,25,50,48,48,3,46,57,128,128,128,3,128,3,3,25,50,25,50,44,25,50,42,25,50,44,25,50,42,25,50,44,25,8,77,3,8,77,3,9,8,77,3,9,50,42,25,50,42,25,50,128,25,50,42,25,50,204,25,50,42,25,8,77,3,9,40,18,112,30,30,30,30,30,30,30,30,30,30,105,2,8,77,3,9,67,117,62,130,130,3,105,57,59,3,3,3,3,130
44,44,44,44,44,44,44,44,44,44,44,44,44,44,18,14,75,44,44,44,44,44,44,44,44,44,44,44,44,40,18,36,18,134,18,40,18,18,36,134,18,157,148,105,76,105,3,148,105,105,79,26,20,39,45,41,2,76,26,20,39,45,41,2,26,20,39,45,41,2,3,3,26,20,39,45,41,2,7,7,3,3,26,20,39,45,41,2,26,20,39,45,41,2,26,20,39,45,41,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,7,7,7,7,62,62,62,14,75,186,95,75,143,28,3,6,6,28,3,6,6,10,28,3,6,6,10,10,3,10,3,10,28,28,28,28,28,28,28,28,28,28,10,3,110,3,3,130,130,3,3,3,3,3,105,57,59,3,3,3,3,130
17,3,117,3,3,105,15,15,15,15,25,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,18,105,105,105,105,105,105,25,3,105,19,15,15,15,15,15,15,3,105,135,3,130,130,7,3,3,109,3,3,3,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
18,16,27,93,85,7,85,32,32,264,19,3,3,25,65,6,27,32,25,65,40,18,18,18,3,3,105,14,18,16,27,93,85,7,85,32,32,264,19,3,3,25,65,6,65,6,3,3,3,135,14,14,130,130,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,105,3,3,3,3,130
33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,11,11,11,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,33,33,11,11,11,11,11,11,33,33,33,11,11,11,11,11,11
47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,27,32,25,47,25,27,27,27,30,3,27,27,27,25,27,32,32,25,85,50,85,101,27,27,27,32,25,25,27,25,27,27,27,25,27,25,32,27,32,27,32,25,50,25,25,117,31,25,31,3,3,135,105,3,3,71,15,15,15,15,15,15,15,15,15,15,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,53,57,59,3,57,59,3,53,3,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,9,8,5,5,5,5,5,3,8,62,17,17,17,17,3,20,20,20,20,20
3,3,57,3,57,59,59,3,8,77,7,7,5,17,146,19,3,8,77,7,7,5,17,146,19,3,8,77,7,7,5,17,146,19,3,8,77,7,7,5,17,146,19,3,8,77,7,7,5,17,146,19,3,75,75,75,50,48,48,3,46,65,28,28,28,77,7,7,5,19,3,81,21,8,3,8,62,22,6,7,10,38,24,10,17,22,5,22,6,10,10,17,22,5,22,6,3,24,2,68
27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,7,27,27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,25,25,18,71,71,71,71,71
174,130,130,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,3,18,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,105,57,59,3,3,105,3,3,3,130
86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,26,18,3,3,39,86,45,86,18,86,39,39,86,45,86,18,86,2,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,26,18,39,86,45,86,18,86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39,39,86,45,86,18,86,39
15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,34,71,15,15,15,15,15,15,15,15,15,15,71,89,173,3,3,3,3
104,3,70,72,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,40,104,3,2,40,104,3,70,72,4,4,4,4,4,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,40,104,3
3,2,6,10,10,3,10,3,2,14,18,79,2,6,10,2,6,10,3,2,14,18,79,2,6,10,2,6,10,10,10,3,10,3,2,6,10,10,3,2,14,18,79,2,6,10,2,6,10,10,3,2,6,10,10,3,2,14,18,79,2,6,10,2,6,10,10,3,10,3,2,14,18,79,2,6,10,2,6,10,10,3,10,3,2,6,10,10,3,2,14,18,79,2,6,2,6,10,10,3
18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,24,95,40,18,18,18,104,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,63,42,25,50,44,25,63,42,25,65,9,63,42,25,3,117,2,130,130,3,14,18,14,18,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
103,25,103,27,103,27,103,103,103,103,103,103,103,25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,40,18,18,125,8,113,107,3,3,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,27,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71
15,71,71,15,15,15,15,15,15,71,27,71,71,71,71,71,11,11,11,11,11,11,71,71,93,151,25,71,15,15,15,15,15,15,71,15,15,15,15,15,15,71,27,14,80,82,80,82,2,113,107,7,81,40,18,199,18,8,62,35,22,179,22,197,113,107,3,77,7,7,7,15,15,33,80,82,124,27,32,25,7,53,53,133,124,53,53,3,40,18,12,7,76,3,76,3,3,3,3,3
168,143,33,3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2,168,143,33,3,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,33
6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,10,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,10,3,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,6,6,10,10,3,10,3,10,3,10,3,3,3
3,3,3,3,3,3,27,32,32,27,32,32,25,25,3,8,3,6,3,6,3,8,62,5,3,6,6,6,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,6,6,19,19,19,132,176,93,27,27,32,32,25,25,144,63,44,44,63,25,42,25,151,20,20,20,3,3,188,188,58,3,3,3,3,3,3,3,3,2,76,3,3,3,3
18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,120,26,25,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,18,105,105,105,105,105,105,25,3,14,14,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,18,14,18,3,3,3,105,57,59,3,3,3,3,3,130
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,75,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,65,9,81,9,81,50,42,25,24,24,63,44,42,25,24,63,25,24,63,25,24,63,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,7,24,9,63,42,25,63,42,25,117,19,19,130,130,3,3,105,57,59,3,3,3,3,130
66,66,66,66,66,66,53,29,6,50,40,29,53,12,33,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,18,3,3,105,3,105,3,105,25,3,25,3,19,19,19,19
15,132,107,27,32,25,27,18,18,14,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,8,8,8,62,22,22,22,22,5,12,12,40,18,3,14,80,82,80,82,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,3,33,173,3,105,135,19,19,2,135,105,105,130,130,109,3,3,109,3,3,3,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,7,62,62,62,7,49,50,42,40,18,120,49,75,39,39,91,172,26,41,39,26,41,39,76,3,26,41,39,26,41,39,26,41,39,7,76,26,41,39,26,41,39,3,3,26,41,39,26,41,39
33,33,34,11,33,33,34,11,33,33,34,11,33,33,34,11,33,33,34,11,33,33,34,11,33,34,33,34,11,33,34,33,33,34,33,34,11,33,34,33,34,11,33,34,33,34,34,33,34,11,33,34,33,33,34,33,34,11,33,34,33,34,11,33,34,33,34,11,33,33,33,33,34,11,33,34,33,34,11,33,34,33,33,34,33,34,11,33,33,34,11,33,33,34,11,33,33,34,11,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,8,22,5,3,8,8,110,19,130,130,3,3,3,3,3,105,57,59,3,3,3,3,130
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,14,18,64,8,22,5,35,22,5,5,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
7,10,10,3,10,3,10,3,6,10,10,3,6,7,10,6,10,10,3,6,7,10,6,3,6,3,6,3,10,3,10,3,10,3,6,3,6,10,6,3,6,7,10,10,3,10,3,6,10,6,7,10,10,3,10,3,10,3,6,3,6,3,10,3,6,10,6,7,10,10,3,110,130,130,3,3,3,3,3,14,18,14,18,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
18,18,18,18,18,18,18,18,18,18,15,15,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,80,82,7,40,18,18,125,8,19,19,113,107,3,3,7,18,80,82,80,82,7,15,15,3,3,15,7,15,15,40,18,14,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,80,82,53,53,53,53,65,6,23,82,69,8,53,12
103,103,103,25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,7,27,27,25,71,71,71,71,71,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,28,77,3,50,44,25,50,63,25,50,63,25,50,44,25,50,42,25,50,44,25,50,42,25,50,44,25,8,77,3,8,77,3,9,8,77,3,9,50,42,25,50,42,25,50,63,25,50,42,25,50,204,25,50,42,25,8,77,3,9,40,18,112,30,105,2,8,77,3,9,67,117,62,130,130,3,105,57,59,3,3,3,3,130
120,93,27,27,32,32,25,25,26,25,33,120,93,27,27,32,32,25,25,26,50,44,120,93,27,27,32,32,25,25,26,25,33,55,120,93,27,27,32,32,25,25,26,50,44,120,93,27,27,32,32,25,25,26,25,33,120,93,27,27,32,32,25,25,26,50,44,120,93,27,27,32,32,25,25,26,25,33,120,93,27,27,32,32,25,25,26,50,44,120,93,27,27,32,32,25,25,26,25,33
25,63,42,25,2,63,42,25,63,42,25,26,39,45,41,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,76,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25,2,63,42,25,63,42,25
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
21,59,21,15,50,171,7,7,7,7,7,7,7,7,7,7,7,7,43,7,7,7,7,43,7,50,80,82,80,82,15,7,15,15,40,18,15,15,14,80,82,80,82,12,12,40,18,14,80,82,80,82,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,3,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,14,18,64,8,22,5,35,22,5,5,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,33,33,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,58,58,2,79,88,89
18,95,3,27,32,32,25,3,27,32,32,25,3,3,3,3,3,3,3,27,32,32,27,32,32,25,25,3,8,3,6,3,6,3,8,62,5,3,6,6,6,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,6,6,19,19,132,176,93,27,27,32,32,25,25,144,63,44,44,63,25,42,25,151,97,58,58,58,3,3,3,3,2,76
44,44,44,44,44,44,44,44,44,44,44,44,44,44,18,14,75,44,44,44,44,44,44,44,44,44,44,44,44,40,18,36,18,134,18,40,18,18,36,134,18,157,148,105,7,7,76,105,3,148,105,105,79,26,20,39,45,41,76,2,26,20,39,45,41,2,26,20,39,45,41,2,3,3,26,20,39,45,41,2,3,3,26,20,39,45,41,2,26,20,39,45,41,2,26,20,39,45,41,2
76,3,154,3,27,27,25,32,25,27,27,25,32,25,18,140,140,3,140,140,3,140,140,140,140,3,18,105,3,31,3,3,71,15,15,15,15,15,15,15,15,15,15,71,33,3,3,2,3,3,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,3,3,3,3,3,18,3,3,3,3,3,109,3,25,3,3,3,3,3,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71
15,15,71,71,11,11,11,11,11,11,11,15,15,71,71,3,138,69,82,109,15,11,11,11,11,11,11,11,11,11,11,15,15,11,11,11,11,11,15,11,15,15,71,71,11,11,11,190,11,11,11,11,15,15,71,71,11,11,11,11,11,11,11,15,15,71,71,11,11,11,11,11,11,11,15,15,71,71,3,135,105,3,3,3,3,3,2,76,135,105,135,105,135,105,135,105,3,3,3,3
18,105,40,18,105,33,33,33,33,33,33,33,33,33,33,71,71,71,71,71,71,71,71,27,71,71,71,71,71,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
12,12,12,76,3,12,12,12,12,12,12,12,12,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,76,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
27,33,33,33,33,33,33,33,68,33,33,34,33,34,11,33,34,66,33,34,33,34,33,34,27,27,33,34,33,34,33,34,33,34,33,34,33,34,33,34,68,33,66,33,33,11,33,33,33,27,27,33,33,33,33,33,33,33,68,33,33,33,33,27,27,33,33,33,33,33,33,33,68,33,33,33,33,27,27,33,33,33,33,33,33,33,68,33,33,33,33,27,27,33,33,33,33,33,33,33
15,15,15,15,15,71,40,18,101,101,18,18,15,15,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,12,12,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
80,82,80,82,80,82,80,82,7,40,18,18,125,8,113,107,3,3,80,80,7,15,15,3,3,15,7,15,15,40,18,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,80,82,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,65,189,193,50,63,44,25,63,44,25,63,44,25,24,24,50,25,50,98,25,204,6,9,63,42,42,42,42,42,25,63,42,53,12
